Year,Month,fill-level
2005,11,0.907848487807177
2005,11,0.877619725786341
2005,12,0.850116434751088
2005,12,0.828751191001249
2005,12,0.806336687776427
2005,12,0.77709905202473
2006,1,0.744479084951917
2006,1,0.724180383522042
2006,1,0.694128995114791
2006,1,0.658841185244042
2006,1,0.627181875009118
2006,1,
2006,2,0.60146679729804
2006,2,0.572610562511714
2006,2,0.540796492255826
2006,2,0.507860832696449
2006,3,0.474878038105306
2006,3,0.443546793302785
2006,3,0.413069562328785
2006,3,0.386181495684339
2006,4,0.359514178105329
2006,4,0.337000158239035
2006,4,0.317122894494965
2006,4,0.30612160613743
2006,5,0.338949332085377
2006,5,0.393496936784067
2006,5,0.422148807539809
2006,5,0.454075805475968
2006,5,0.473195598036938
2006,6,0.49564758483464
2006,6,0.518892786881198
2006,6,0.54529704609245
2006,6,0.547712884809838
2006,7,0.546730007171258
2006,7,0.556554406732678
2006,7,0.546872646755483
2006,7,0.535359241889127
2006,7,0.526561039305005
2006,8,0.513660742242079
2006,8,0.503001772052742
2006,8,0.495532328459347
2006,8,0.520407785360532
2006,9,0.523433461607955
2006,9,0.512710017428739
2006,9,0.505312286419387
2006,9,0.505313240342649
2006,10,0.523886014026039
2006,10,0.529462873867777
2006,10,0.527260657847927
2006,10,0.535449079015147
2006,10,0.552328582795489
2006,11,0.573661112588757
2006,11,0.587138364885748
2006,11,0.606374003009908
2006,11,0.634169811807774
2006,12,0.643523141617203
2006,12,0.665300704668725
2006,12,0.660366396313592
2006,12,0.657366307654841
2007,1,0.651952680917158
2007,1,0.654695266408322
2007,1,0.649024978200048
2007,1,0.622459449844398
2007,1,0.602585188152946
2007,2,0.57519316946054
2007,2,0.545199577580334
2007,2,0.514080524590458
2007,2,0.487077145457586
2007,3,0.467606224966529
2007,3,0.463180049087769
2007,3,0.444458351149253
2007,3,0.429272229498225
2007,4,0.414527044846738
2007,4,0.409186505464858
2007,4,0.406953371108695
2007,4,0.440987361077911
2007,4,0.477650307443856
2007,5,0.49127238773726
2007,5,0.510370717024837
2007,5,0.543991069033743
2007,5,0.601870924082298
2007,6,0.659140324356354
2007,6,0.691212963929356
2007,6,0.722252055704629
2007,6,0.754951871765779
2007,7,0.8202400070927
2007,7,0.858266418422166
2007,7,0.890895251370002
2007,7,0.91309601967102
2007,7,0.925878535267665
2007,8,0.932901991679545
2007,8,0.958241167512292
2007,8,0.959987071534144
2007,8,0.954403590342705
2007,9,0.947924319095187
2007,9,0.949631392828966
2007,9,0.952041339667384
2007,9,0.956861121117953
2007,10,0.941018700262722
2007,10,0.924844819130538
2007,10,0.916199188155191
2007,10,0.905392640425921
2007,10,0.925693642494251
2007,11,0.919384113474222
2007,11,0.892602942348245
2007,11,0.870638017545454
2007,11,0.848243883387931
2007,12,0.843025418127011
2007,12,0.814022784176545
2007,12,0.783353309608701
2007,12,0.775669906638969
2007,12,
2008,1,0.751214456538695
2008,1,0.724881068214491
2008,1,0.708481051156099
2008,1,0.688247609299966
2008,1,
2008,2,0.669845307314796
2008,2,0.646098004953667
2008,2,0.616792921216039
2008,2,0.604663562488146
2008,3,0.590868036500471
2008,3,0.562556884688634
2008,3,0.53489266118778
2008,3,0.50343586325005
2008,3,0.472171477245563
2008,4,0.446399304421603
2008,4,0.415625038577779
2008,4,0.386788134765789
2008,4,0.375930299632908
2008,5,0.43949778184785
2008,5,0.489534283440902
2008,5,0.540211176164937
2008,5,0.560066022712352
2008,6,0.613725552910757
2008,6,0.681862383663447
2008,6,0.71875025952324
2008,6,0.755568050079849
2008,6,0.778369958375278
2008,7,0.802593436783505
2008,7,0.824217474302991
2008,7,0.848505595040497
2008,7,0.862153767940771
2008,8,0.865644734287481
2008,8,0.870345163104044
2008,8,0.883884308186794
2008,8,0.874911649872006
2008,9,0.866927087717172
2008,9,0.880837365061943
2008,9,0.874130779512422
2008,9,0.856869089182847
2008,9,0.836948421930359
2008,10,0.821996404270434
2008,10,0.830818454936104
2008,10,0.833209379422416
2008,10,0.881675919722307
2008,11,0.876958264173897
2008,11,0.858002406131145
2008,11,0.864805169590722
2008,11,0.848596442202912
2008,12,0.830330775696729
2008,12,0.800987422802357
2008,12,0.768622041014211
2008,12,0.747153829665218
2008,12,0.723988139928198
2009,1,0.692233549593348
2009,1,0.663023521503114
2009,1,0.649029298911293
2009,1,0.622583347642182
2009,1,0.691200787379483
2009,2,0.591929023620262
2009,2,0.561312744302553
2009,2,0.527258525548871
2009,2,0.494334032502971
2009,3,0.464352953851437
2009,3,0.436139551117381
2009,3,0.407244542156113
2009,3,0.3826763046584
2009,3,0.355994874626427
2009,4,0.337384224578226
2009,4,0.34087216081575
2009,4,0.35764479713419
2009,4,0.372771859712678
2009,5,0.427403521884683
2009,5,0.450233907595137
2009,5,0.460731945318874
2009,5,0.494543053923599
2009,6,0.532891217957998
2009,6,0.553404327669274
2009,6,0.56790553241824
2009,6,0.593870369684543
2009,6,0.620339551790738
2009,7,0.642121491666639
2009,7,0.669130425999684
2009,7,0.696549827901021
2009,7,0.721195950427414
2009,8,0.758331790222174
2009,8,0.775248216444066
2009,8,0.787117883592183
2009,8,0.809465387736138
2009,8,0.827505928352507
2009,9,0.852505226938344
2009,9,0.859548379059925
2009,9,0.851396375316057
2009,9,0.869840986603551
2009,10,0.875197826850583
2009,10,0.87424648479278
2009,10,0.855791941480736
2009,10,0.836076423842695
2009,11,0.814490599366819
2009,11,0.804390291530171
2009,11,0.788614981982073
2009,11,0.817518015121367
2009,11,0.824995090100858
2009,12,0.803551512417275
2009,12,0.781953062486463
2009,12,0.750486613089847
