Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn);Snødybde
Blåsjø;SN40510;24.05.2016;5,5;6;3,2;-
Blåsjø;SN40510;25.05.2016;8,1;9,6;4,1;-
Blåsjø;SN40510;26.05.2016;5,8;6,1;2,1;-
Blåsjø;SN40510;27.05.2016;3,8;4;2,2;-
Blåsjø;SN40510;28.05.2016;5,5;6,6;2,5;-
Blåsjø;SN40510;29.05.2016;7;7,6;4,3;-
Blåsjø;SN40510;30.05.2016;9,4;10,7;5,7;-
Blåsjø;SN40510;31.05.2016;9,8;11;4,8;-
Blåsjø;SN40510;01.06.2016;6,5;8,3;2,1;-
Blåsjø;SN40510;02.06.2016;6,9;8;3,6;-
Blåsjø;SN40510;03.06.2016;4,4;4,7;1,9;-
Blåsjø;SN40510;04.06.2016;4;4,6;2,2;-
Blåsjø;SN40510;05.06.2016;3,9;4,2;1,4;-
Blåsjø;SN40510;06.06.2016;5,3;6,6;2,7;-
Blåsjø;SN40510;09.06.2016;9,4;11,5;4,3;-
Blåsjø;SN40510;10.06.2016;7,9;8,9;2,2;-
Blåsjø;SN40510;11.06.2016;9,3;11,2;3,1;-
Blåsjø;SN40510;12.06.2016;6,8;8,4;2,7;-
Blåsjø;SN40510;13.06.2016;5,5;7,6;4;-
Blåsjø;SN40510;14.06.2016;8,8;10,9;5,2;-
Blåsjø;SN40510;15.06.2016;9,9;12;6;-
Blåsjø;SN40510;16.06.2016;7,2;8,5;4;-
Blåsjø;SN40510;17.06.2016;5;6,9;2,2;-
Blåsjø;SN40510;22.06.2016;6,4;7,4;3,6;-
Blåsjø;SN40510;23.06.2016;7,1;8,2;4;-
Blåsjø;SN40510;24.06.2016;9,7;11,3;5,5;-
Blåsjø;SN40510;25.06.2016;8,1;10,2;2,6;-
Blåsjø;SN40510;26.06.2016;10;12,2;5,5;-
Blåsjø;SN40510;27.06.2016;9,7;10,7;5,8;-
Blåsjø;SN40510;28.06.2016;7,7;8,8;3,6;-
Blåsjø;SN40510;29.06.2016;12;13,7;6,9;-
Blåsjø;SN40510;30.06.2016;15,9;18,1;7,3;-
Blåsjø;SN40510;01.07.2016;10,6;12,9;6,6;-
Blåsjø;SN40510;02.07.2016;9,2;12,5;5;-
Blåsjø;SN40510;05.07.2016;6,9;8;3,8;-
Blåsjø;SN40510;06.07.2016;10,1;11,7;6,7;-
Blåsjø;SN40510;07.07.2016;9,1;10,4;4,4;-
Blåsjø;SN40510;08.07.2016;6;7,2;2,5;-
Blåsjø;SN40510;09.07.2016;8,7;10,5;4,5;-
Blåsjø;SN40510;10.07.2016;7,3;8,6;4,5;-
Blåsjø;SN40510;11.07.2016;6,2;7,4;2,6;-
Blåsjø;SN40510;12.07.2016;7,1;8,3;3,9;-
Blåsjø;SN40510;13.07.2016;7,2;8,2;4;-
Blåsjø;SN40510;14.07.2016;6,5;8;3,9;-
Blåsjø;SN40510;15.07.2016;6,9;7,7;4;-
Blåsjø;SN40510;16.07.2016;11,6;13,5;7,2;-
Blåsjø;SN40510;17.07.2016;12;15,3;7,3;-
Blåsjø;SN40510;18.07.2016;8,2;10,3;2,9;-
Blåsjø;SN40510;19.07.2016;6,7;7,7;2,9;-
Blåsjø;SN40510;20.07.2016;7,5;9;3,6;-
Blåsjø;SN40510;21.07.2016;15;17,1;7,7;-
Blåsjø;SN40510;22.07.2016;8,9;11,4;4,8;-
Blåsjø;SN40510;23.07.2016;5,1;6,5;2,7;-
Blåsjø;SN40510;24.07.2016;5,3;7,4;2,9;-
Blåsjø;SN40510;25.07.2016;10,8;13,5;6,3;-
Blåsjø;SN40510;26.07.2016;7,3;8,9;4,7;-
Blåsjø;SN40510;27.07.2016;10,8;14,1;6,3;-
Blåsjø;SN40510;28.07.2016;9,3;11,1;5,3;-
Blåsjø;SN40510;29.07.2016;7,9;8,8;4,6;-
Blåsjø;SN40510;30.07.2016;7;8,9;5,1;-
Blåsjø;SN40510;31.07.2016;8,5;10,7;5,4;-
Blåsjø;SN40510;01.08.2016;9;10,5;5,9;-
Blåsjø;SN40510;02.08.2016;8,1;9,6;5,8;-
Blåsjø;SN40510;03.08.2016;11,5;13,3;6,2;-
Blåsjø;SN40510;04.08.2016;10,7;13,7;2,8;-
Blåsjø;SN40510;05.08.2016;8,9;10,3;4,7;-
Blåsjø;SN40510;06.08.2016;10;12;7,3;-
Blåsjø;SN40510;07.08.2016;10,1;13;5,9;-
Blåsjø;SN40510;08.08.2016;17;20,8;11,4;-
Blåsjø;SN40510;09.08.2016;16,6;20,8;13,5;-
Blåsjø;SN40510;10.08.2016;13,7;16;8,2;-
Blåsjø;SN40510;11.08.2016;8,4;10,2;3,4;-
Blåsjø;SN40510;12.08.2016;11,8;14,7;6,8;-
Blåsjø;SN40510;13.08.2016;14,9;18,2;5,6;-
Blåsjø;SN40510;14.08.2016;9,8;10,9;5,8;-
Blåsjø;SN40510;15.08.2016;6,6;7,6;2,7;-
Blåsjø;SN40510;16.08.2016;5,3;6,1;1,5;-
Blåsjø;SN40510;17.08.2016;6,2;7,5;2,2;-
Blåsjø;SN40510;18.08.2016;6,7;8,2;2,6;-
Blåsjø;SN40510;19.08.2016;5,3;6,2;2;-
Blåsjø;SN40510;20.08.2016;12,2;13,9;6,4;-
Blåsjø;SN40510;21.08.2016;9;10,5;5,9;-
Blåsjø;SN40510;22.08.2016;10;11,5;4,5;-
Blåsjø;SN40510;24.08.2016;10,5;13,9;5,5;-
Blåsjø;SN40510;25.08.2016;7,1;9,4;2,7;-
Blåsjø;SN40510;26.08.2016;14,1;17,3;9,4;-
Blåsjø;SN40510;27.08.2016;13,4;17,7;6,1;-
Blåsjø;SN40510;28.08.2016;8;9,8;4,6;-
Blåsjø;SN40510;29.08.2016;9,8;11,9;5,7;-
Blåsjø;SN40510;31.08.2016;11,1;13,2;5,9;-
Blåsjø;SN40510;01.09.2016;12,2;15;8,3;-
Blåsjø;SN40510;02.09.2016;9,6;11,7;5,3;-
Blåsjø;SN40510;03.09.2016;8,8;10,5;5,6;-
Blåsjø;SN40510;04.09.2016;6,2;7,1;2,7;-
Blåsjø;SN40510;05.09.2016;5,1;6,5;2,5;-
Blåsjø;SN40510;06.09.2016;10,7;13,4;7,1;-
Blåsjø;SN40510;07.09.2016;10,2;13;3,6;-
Blåsjø;SN40510;08.09.2016;11,1;13,5;6,1;-
Blåsjø;SN40510;09.09.2016;10,8;12,8;5,6;-
Blåsjø;SN40510;10.09.2016;10,9;13,3;5,5;-
Blåsjø;SN40510;11.09.2016;11,6;15,1;5,5;-
Blåsjø;SN40510;12.09.2016;11,3;13,8;6,1;-
Blåsjø;SN40510;13.09.2016;7,3;8,4;3,9;-
Blåsjø;SN40510;14.09.2016;4,7;5,6;2;-
Blåsjø;SN40510;15.09.2016;7,9;9,8;3,2;-
Blåsjø;SN40510;16.09.2016;10,6;13,1;6,9;-
Blåsjø;SN40510;17.09.2016;10,7;12,2;2,8;-
Blåsjø;SN40510;18.09.2016;5,6;6,9;3,2;-
Blåsjø;SN40510;19.09.2016;5,4;6,1;2;-
Blåsjø;SN40510;20.09.2016;6,4;8,2;2,9;-
Blåsjø;SN40510;21.09.2016;8,3;9,3;4,7;-
Blåsjø;SN40510;22.09.2016;7,7;9,5;5;-
Blåsjø;SN40510;23.09.2016;8,8;11,3;5,9;-
Blåsjø;SN40510;24.09.2016;10,5;12;5,9;-
Blåsjø;SN40510;28.09.2016;16,1;20;10,4;-
Blåsjø;SN40510;29.09.2016;20,6;27,9;14,2;-
Blåsjø;SN40510;30.09.2016;17,6;19,7;10,6;-
Blåsjø;SN40510;01.10.2016;11,1;13,1;3,9;-
Blåsjø;SN40510;02.10.2016;6,9;7,6;3,5;-
Blåsjø;SN40510;03.10.2016;4,6;6;2,1;-
Blåsjø;SN40510;04.10.2016;8,7;9,8;5,4;-
Blåsjø;SN40510;05.10.2016;9,1;10,1;4,9;-
Blåsjø;SN40510;06.10.2016;7;9,2;4,7;-
Blåsjø;SN40510;07.10.2016;10,6;12,3;6,8;-
Blåsjø;SN40510;08.10.2016;11,8;13,7;5,1;-
Blåsjø;SN40510;09.10.2016;11;12,3;6,7;-
Blåsjø;SN40510;10.10.2016;12,3;14,2;6,2;-
Blåsjø;SN40510;11.10.2016;9,1;10,3;4,2;-
Blåsjø;SN40510;12.10.2016;5;5,7;2,8;-
Blåsjø;SN40510;13.10.2016;12,5;14;7,2;-
Blåsjø;SN40510;14.10.2016;15,7;18,6;9,2;-
Blåsjø;SN40510;15.10.2016;20,1;24,7;13,6;-
Blåsjø;SN40510;16.10.2016;16,6;21,4;11,1;-
Blåsjø;SN40510;17.10.2016;17,4;20,8;10,8;-
Blåsjø;SN40510;18.10.2016;11,9;13,8;8,5;-
Blåsjø;SN40510;19.10.2016;10,3;12,6;4,7;-
Blåsjø;SN40510;20.10.2016;8,8;10,8;5,5;-
Blåsjø;SN40510;21.10.2016;8,7;10,6;6,4;-
Blåsjø;SN40510;22.10.2016;11,4;14,1;8,8;-
Blåsjø;SN40510;23.10.2016;13,9;17,3;9,5;-
Blåsjø;SN40510;24.10.2016;12,5;14,4;6,6;-
Blåsjø;SN40510;25.10.2016;6,8;8;3,6;-
Blåsjø;SN40510;26.10.2016;9,9;11,6;6,1;-
Blåsjø;SN40510;27.10.2016;11,9;14,4;10,5;-
Blåsjø;SN40510;28.10.2016;19,2;23,6;13,4;-
Blåsjø;SN40510;29.10.2016;18;20,7;10,4;-
Blåsjø;SN40510;30.10.2016;7,4;8,7;1,8;-
Blåsjø;SN40510;31.10.2016;3,7;4,9;2,8;-
Blåsjø;SN40510;01.11.2016;11,8;14,1;8,9;-
Blåsjø;SN40510;02.11.2016;8,9;10,1;2,6;-
Blåsjø;SN40510;03.11.2016;4,5;4,9;2,6;-
Blåsjø;SN40510;04.11.2016;10,6;12,3;9;-
Blåsjø;SN40510;05.11.2016;15,9;20,5;12,6;-
Blåsjø;SN40510;06.11.2016;19,1;21,9;9,5;-
Blåsjø;SN40510;07.11.2016;7,6;9,6;5,8;-
Blåsjø;SN40510;08.11.2016;10,2;11,8;7,2;-
Blåsjø;SN40510;09.11.2016;12,3;14,1;8,4;-
Blåsjø;SN40510;10.11.2016;10,5;11,9;5,4;-
Blåsjø;SN40510;11.11.2016;6,3;7,5;1,4;-
Blåsjø;SN40510;12.11.2016;9;11,7;7,1;-
Blåsjø;SN40510;13.11.2016;10,5;12,7;4,5;-
Blåsjø;SN40510;14.11.2016;8,2;10,1;3,8;-
Blåsjø;SN40510;15.11.2016;17,6;23,1;8,9;-
Blåsjø;SN40510;16.11.2016;12;14,6;8;-
Blåsjø;SN40510;17.11.2016;13,2;15,7;8;-
Blåsjø;SN40510;18.11.2016;15,3;17,9;6,2;-
Blåsjø;SN40510;19.11.2016;7,6;9;4,4;-
Blåsjø;SN40510;20.11.2016;12,4;13,9;7,9;-
Blåsjø;SN40510;21.11.2016;12;14,4;4,6;-
Blåsjø;SN40510;22.11.2016;14,6;16,6;8,5;-
Blåsjø;SN40510;23.11.2016;13,7;15,4;7,9;-
Blåsjø;SN40510;24.11.2016;13,2;15,6;8,1;-
Blåsjø;SN40510;25.11.2016;13,9;15,9;10,3;-
Blåsjø;SN40510;26.11.2016;20,8;24,3;15,7;-
Blåsjø;SN40510;27.11.2016;17,1;19,9;4;-
Blåsjø;SN40510;28.11.2016;7,3;7,9;3,3;-
Blåsjø;SN40510;29.11.2016;17,1;19,8;9,7;-
Blåsjø;SN40510;30.11.2016;18,2;22,4;10,6;-
Blåsjø;SN40510;03.12.2016;8,2;8,7;4,7;-
Blåsjø;SN40510;04.12.2016;7,9;8,8;5;-
Blåsjø;SN40510;15.12.2016;8,3;9,4;3,9;-
Blåsjø;SN40510;16.12.2016;6;6,6;2,6;-
Blåsjø;SN40510;17.12.2016;10,2;11,9;3,8;-
Blåsjø;SN40510;18.12.2016;11;13,4;1,7;-
Blåsjø;SN40510;19.12.2016;6,2;7,1;1,7;-
Blåsjø;SN40510;20.12.2016;10,3;12,7;6,2;-
Blåsjø;SN40510;22.12.2016;19,1;23;13,3;-
Blåsjø;SN40510;23.12.2016;18,5;24,1;11,1;-
Blåsjø;SN40510;24.12.2016;20,2;24,2;14,6;-
Blåsjø;SN40510;25.12.2016;18,6;21,7;12,8;-
Blåsjø;SN40510;26.12.2016;25,5;29,7;19,7;-
Blåsjø;SN40510;27.12.2016;29,4;34,4;11,6;-
Blåsjø;SN40510;31.12.2016;17,3;20,2;11,9;-
Blåsjø;SN40510;01.01.2017;12,2;13,5;6,8;-
Blåsjø;SN40510;02.01.2017;8,2;8,7;4,4;-
Blåsjø;SN40510;03.01.2017;20,8;25,1;11,6;-
Blåsjø;SN40510;04.01.2017;17,6;21;7,3;-
Blåsjø;SN40510;05.01.2017;6,4;7,3;1,9;-
Blåsjø;SN40510;06.01.2017;10,9;12,8;8;-
Blåsjø;SN40510;07.01.2017;12,6;15,8;4,2;-
Blåsjø;SN40510;08.01.2017;10,3;11,9;5,6;-
Blåsjø;SN40510;09.01.2017;11,1;12,7;7,1;-
Blåsjø;SN40510;10.01.2017;11,7;13,7;7,4;-
Blåsjø;SN40510;11.01.2017;22,7;26,3;12,7;-
Blåsjø;SN40510;12.01.2017;19;22,9;14,1;-
Blåsjø;SN40510;13.01.2017;13,7;17,2;5,1;-
Blåsjø;SN40510;14.01.2017;10,8;12,1;5;-
Blåsjø;SN40510;15.01.2017;5,6;6,3;1,3;-
Blåsjø;SN40510;16.01.2017;5,3;5,5;1,3;-
Blåsjø;SN40510;17.01.2017;8,1;9,2;3,8;-
Blåsjø;SN40510;18.01.2017;10;11,5;7,4;-
Blåsjø;SN40510;19.01.2017;11,9;14;8,7;-
Blåsjø;SN40510;20.01.2017;13,9;16,1;9,8;-
Blåsjø;SN40510;21.01.2017;10,4;11,8;1,9;-
Blåsjø;SN40510;22.01.2017;3,6;4,2;1,7;-
Blåsjø;SN40510;23.01.2017;9,4;10,6;5,7;-
Blåsjø;SN40510;24.01.2017;6,2;7,6;2,5;-
Blåsjø;SN40510;25.01.2017;7,5;9,1;5,1;-
Blåsjø;SN40510;26.01.2017;8,2;9,8;2,7;-
Blåsjø;SN40510;27.01.2017;13,3;15,7;7,3;-
Blåsjø;SN40510;01.02.2017;15,4;17,9;8,5;-
Blåsjø;SN40510;02.02.2017;17,8;20,1;12;-
Blåsjø;SN40510;03.02.2017;13,4;14,7;8,6;-
Blåsjø;SN40510;04.02.2017;19,8;21,6;11,4;-
Blåsjø;SN40510;05.02.2017;14,8;16,1;9,9;-
Blåsjø;SN40510;06.02.2017;16,9;18,8;10,7;-
Blåsjø;SN40510;07.02.2017;20,2;23,7;14,8;-
Blåsjø;SN40510;08.02.2017;20,7;22,9;10,7;-
Blåsjø;SN40510;09.02.2017;13,3;16,2;7,5;-
Blåsjø;SN40510;10.02.2017;12,7;15,1;8,5;-
Blåsjø;SN40510;11.02.2017;15;16,9;6,5;-
Blåsjø;SN40510;12.02.2017;6,2;7;1,7;-
Blåsjø;SN40510;13.02.2017;3;3,5;0,9;-
Blåsjø;SN40510;14.02.2017;3;3,5;1,1;-
Blåsjø;SN40510;15.02.2017;5,8;6,2;2,2;-
Blåsjø;SN40510;16.02.2017;5,9;6,6;2,7;-
Blåsjø;SN40510;17.02.2017;8,5;9,1;3,6;-
Blåsjø;SN40510;18.02.2017;9,1;10,9;4,8;-
Blåsjø;SN40510;19.02.2017;12,2;14,3;6,2;-
Blåsjø;SN40510;20.02.2017;16,5;18,9;11;-
Blåsjø;SN40510;21.02.2017;20,3;22,2;11,1;-
Blåsjø;SN40510;22.02.2017;21,8;27;14,7;-
Blåsjø;SN40510;23.02.2017;17,6;20;5,1;-
Blåsjø;SN40510;24.02.2017;8,4;9,4;3,3;-
Blåsjø;SN40510;25.02.2017;14,9;16,8;7;-
Blåsjø;SN40510;28.02.2017;14,7;16,2;11,1;-
Blåsjø;SN40510;01.03.2017;14,9;16,5;3,9;-
Blåsjø;SN40510;02.03.2017;9,7;10,6;5,2;-
Blåsjø;SN40510;03.03.2017;11,1;12,9;5,5;-
Blåsjø;SN40510;04.03.2017;12,4;14,4;7,6;-
Blåsjø;SN40510;05.03.2017;22;25,5;16,3;-
Blåsjø;SN40510;06.03.2017;23,5;25,8;10,7;-
Blåsjø;SN40510;07.03.2017;11,8;13,4;4,6;-
Blåsjø;SN40510;08.03.2017;13,7;14,9;6,9;-
Blåsjø;SN40510;09.03.2017;15,3;17,1;10,8;-
Blåsjø;SN40510;10.03.2017;12,6;13,8;3,8;-
Blåsjø;SN40510;11.03.2017;11,9;13,1;6,7;-
Blåsjø;SN40510;12.03.2017;11,8;13,3;8,1;-
Blåsjø;SN40510;13.03.2017;16;18,2;7,9;-
Blåsjø;SN40510;14.03.2017;22,9;26,1;14,5;-
Blåsjø;SN40510;15.03.2017;23,9;29,3;16,8;-
Blåsjø;SN40510;16.03.2017;14,8;17;10,4;-
Blåsjø;SN40510;17.03.2017;19,6;23,3;12,1;-
Blåsjø;SN40510;18.03.2017;11;12,1;3,6;-
Blåsjø;SN40510;19.03.2017;12,1;14;6,8;-
Blåsjø;SN40510;20.03.2017;13,6;16,1;8;-
Blåsjø;SN40510;21.03.2017;17,3;20,7;8,8;-
Blåsjø;SN40510;22.03.2017;11,8;13,1;6,9;-
Blåsjø;SN40510;23.03.2017;7,8;8,8;4,7;-
Blåsjø;SN40510;24.03.2017;14,1;16,7;10,9;-
Blåsjø;SN40510;25.03.2017;18,1;21,5;8;-
Blåsjø;SN40510;26.03.2017;9;8,5;1,8;-
Blåsjø;SN40510;27.03.2017;6,9;7,2;3,7;-
Blåsjø;SN40510;28.03.2017;3,9;4,3;0,9;-
Blåsjø;SN40510;29.03.2017;5,2;6,1;3,2;-
Blåsjø;SN40510;30.03.2017;11,1;12,3;7,1;-
Blåsjø;SN40510;31.03.2017;10;11,5;5,2;-
Blåsjø;SN40510;01.04.2017;9,7;11,1;5,6;-
Blåsjø;SN40510;02.04.2017;6,8;7,7;3,7;-
Blåsjø;SN40510;03.04.2017;6,4;7,5;1,9;-
Blåsjø;SN40510;04.04.2017;14,6;17,7;9,7;-
Blåsjø;SN40510;05.04.2017;20,6;24,9;13,4;-
Blåsjø;SN40510;06.04.2017;20;21,7;12,4;-
Blåsjø;SN40510;07.04.2017;15,3;18,4;7,6;-
Blåsjø;SN40510;08.04.2017;11,3;12,7;7,9;-
Blåsjø;SN40510;09.04.2017;8,7;10,3;5,5;-
Blåsjø;SN40510;10.04.2017;15,8;19,5;12,3;-
Blåsjø;SN40510;11.04.2017;17,4;21,1;6;-
Blåsjø;SN40510;12.04.2017;12,9;15,7;7,6;-
Blåsjø;SN40510;15.04.2017;9,4;10,9;5,1;-
Blåsjø;SN40510;16.04.2017;7,8;9,1;3,2;-
Blåsjø;SN40510;20.04.2017;19,1;20,7;11,5;-
Blåsjø;SN40510;21.04.2017;21,1;24,9;15,2;-
Blåsjø;SN40510;23.04.2017;12,3;13,6;7,6;-
Blåsjø;SN40510;24.04.2017;16,3;18,7;11,3;-
Blåsjø;SN40510;27.04.2017;6,2;6,7;3,4;-
Blåsjø;SN40510;29.04.2017;13,7;15;7,8;-
Blåsjø;SN40510;30.04.2017;6,8;8;3,4;-
Blåsjø;SN40510;01.05.2017;10,3;12,2;6,2;-
Blåsjø;SN40510;02.05.2017;9,8;11,7;4,2;-
Blåsjø;SN40510;03.05.2017;4,3;4,7;2,2;-
Blåsjø;SN40510;04.05.2017;7,1;7,8;3,8;-
Blåsjø;SN40510;05.05.2017;9,4;11,3;3,6;-
Blåsjø;SN40510;06.05.2017;3,5;3,8;1;-
Blåsjø;SN40510;07.05.2017;6,5;7,5;2,8;-
Blåsjø;SN40510;08.05.2017;4,5;5,1;2,5;-
Blåsjø;SN40510;09.05.2017;6,3;6,9;2,8;-
Blåsjø;SN40510;10.05.2017;5,3;6,2;3;-
Blåsjø;SN40510;11.05.2017;5,9;6,2;4,1;-
Blåsjø;SN40510;12.05.2017;11,3;12,7;9,1;-
Blåsjø;SN40510;13.05.2017;12,4;13,7;9,3;-
Blåsjø;SN40510;14.05.2017;10,1;11,5;2,8;-
Blåsjø;SN40510;15.05.2017;4,5;5;3,3;-
Blåsjø;SN40510;16.05.2017;15;17;9,7;-
Blåsjø;SN40510;17.05.2017;7,1;7,2;2,6;-
Blåsjø;SN40510;18.05.2017;9,1;10,1;4,2;-
Blåsjø;SN40510;19.05.2017;6,2;6,8;4;-
Blåsjø;SN40510;20.05.2017;10,8;12,2;5,1;-
Blåsjø;SN40510;21.05.2017;8,3;9,8;3,4;-
Blåsjø;SN40510;23.05.2017;5,2;6;3,1;-
Blåsjø;SN40510;24.05.2017;9,9;10,7;5,5;-
Blåsjø;SN40510;25.05.2017;7,8;7,7;3,7;-
Blåsjø;SN40510;26.05.2017;5,7;5,9;1,7;-
Blåsjø;SN40510;27.05.2017;5,5;6,4;2,4;-
Blåsjø;SN40510;28.05.2017;11,4;12,9;3,4;-
Blåsjø;SN40510;29.05.2017;5,3;5,9;1,4;-
Blåsjø;SN40510;30.05.2017;6,2;6,8;3;-
Blåsjø;SN40510;31.05.2017;11,5;14,3;7,4;-
Blåsjø;SN40510;01.06.2017;10,5;12,1;6,2;-
Blåsjø;SN40510;02.06.2017;8,2;8,8;4,3;-
Blåsjø;SN40510;05.06.2017;8,8;9,9;5,1;-
Blåsjø;SN40510;08.06.2017;6,6;7,8;3,7;-
Blåsjø;SN40510;09.06.2017;9,7;10,9;4,6;-
Blåsjø;SN40510;13.06.2017;10,9;12,2;6,7;-
Blåsjø;SN40510;14.06.2017;6,9;8,2;3,7;-
Blåsjø;SN40510;15.06.2017;8,9;11;4;-
Blåsjø;SN40510;16.06.2017;8,7;10,4;5,5;-
Blåsjø;SN40510;17.06.2017;7,4;8,7;3,3;-
Blåsjø;SN40510;18.06.2017;10,1;11,9;6,5;-
Blåsjø;SN40510;19.06.2017;10,5;12,9;5,7;-
Blåsjø;SN40510;20.06.2017;14;16,3;9,7;-
Blåsjø;SN40510;21.06.2017;11,3;12,4;4,3;-
Blåsjø;SN40510;22.06.2017;5;5,3;1,4;-
Blåsjø;SN40510;23.06.2017;7;9,2;4,4;-
Blåsjø;SN40510;24.06.2017;11,1;14,3;5,9;-
Blåsjø;SN40510;25.06.2017;11,8;15,2;8,4;-
Blåsjø;SN40510;26.06.2017;12,9;15,6;9,3;-
Blåsjø;SN40510;27.06.2017;10,5;11,9;2,4;-
Blåsjø;SN40510;28.06.2017;9,3;11,4;6,3;-
Blåsjø;SN40510;29.06.2017;13,2;15,6;7,7;-
Blåsjø;SN40510;30.06.2017;13,1;14,8;5,4;-
Blåsjø;SN40510;01.07.2017;6,8;7,7;3,8;-
Blåsjø;SN40510;02.07.2017;13,7;17,1;9,2;-
Blåsjø;SN40510;03.07.2017;13,4;16,3;5,6;-
Blåsjø;SN40510;04.07.2017;7,6;9,3;4,8;-
Blåsjø;SN40510;05.07.2017;7;7,9;3,8;-
Blåsjø;SN40510;06.07.2017;5,6;6,6;2;-
Blåsjø;SN40510;07.07.2017;3,7;4,5;2,1;-
Blåsjø;SN40510;08.07.2017;8,8;10,3;5,7;-
Blåsjø;SN40510;09.07.2017;8,9;10,5;5,2;-
Blåsjø;SN40510;10.07.2017;8,5;11,3;2,4;-
Blåsjø;SN40510;11.07.2017;6;7,9;3,3;-
Blåsjø;SN40510;12.07.2017;10,7;13;8,2;-
Blåsjø;SN40510;13.07.2017;10,4;12,1;6,2;-
Blåsjø;SN40510;14.07.2017;5,9;6,9;1,7;-
Blåsjø;SN40510;15.07.2017;7;9;4,1;-
Blåsjø;SN40510;16.07.2017;12,1;14,4;8,3;-
Blåsjø;SN40510;17.07.2017;15,1;19,1;11,3;-
Blåsjø;SN40510;18.07.2017;13,4;15,4;5,4;-
Blåsjø;SN40510;19.07.2017;6,3;7,7;4,3;-
Blåsjø;SN40510;20.07.2017;13,8;15,9;8,2;-
Blåsjø;SN40510;21.07.2017;11,7;14,5;7,6;-
Blåsjø;SN40510;22.07.2017;12;13,7;6,4;-
Blåsjø;SN40510;23.07.2017;11,7;13,6;6,6;-
Blåsjø;SN40510;24.07.2017;7,8;9,4;3,4;-
Blåsjø;SN40510;25.07.2017;4,8;5,4;2;-
Blåsjø;SN40510;26.07.2017;7,3;8,6;4,6;-
Blåsjø;SN40510;27.07.2017;10,8;12,7;5,5;-
Blåsjø;SN40510;28.07.2017;6,9;9,2;3,2;-
Blåsjø;SN40510;29.07.2017;8,5;10;4,9;-
Blåsjø;SN40510;30.07.2017;12,4;14;6,6;-
Blåsjø;SN40510;31.07.2017;16;18,8;7,1;-
Blåsjø;SN40510;01.08.2017;7,9;10,3;5,7;-
Blåsjø;SN40510;02.08.2017;8,5;10,3;4,5;-
Blåsjø;SN40510;03.08.2017;16,1;19,2;7,8;-
Blåsjø;SN40510;04.08.2017;6,7;7,2;3,1;-
Blåsjø;SN40510;05.08.2017;8,9;10,3;6,4;-
Blåsjø;SN40510;06.08.2017;11,3;13,7;8,7;-
Blåsjø;SN40510;07.08.2017;10,2;12,3;4,7;-
Blåsjø;SN40510;08.08.2017;7,7;9,7;4,3;-
Blåsjø;SN40510;09.08.2017;7,9;9,3;4,8;-
Blåsjø;SN40510;10.08.2017;9,3;10,8;6;-
Blåsjø;SN40510;11.08.2017;9,1;11,5;6;-
Blåsjø;SN40510;12.08.2017;8,3;9,9;6,3;-
Blåsjø;SN40510;13.08.2017;10;12;7,1;-
Blåsjø;SN40510;14.08.2017;9,4;10,5;4,1;-
Blåsjø;SN40510;15.08.2017;13,6;17,7;7,2;-
Blåsjø;SN40510;16.08.2017;7,7;8,8;4,5;-
Blåsjø;SN40510;17.08.2017;14,7;19,7;8,3;-
Blåsjø;SN40510;18.08.2017;8,9;10,8;4,8;-
Blåsjø;SN40510;19.08.2017;7,9;10,2;5,1;-
Blåsjø;SN40510;20.08.2017;8,4;9,3;4,7;-
Blåsjø;SN40510;21.08.2017;7,9;9,4;5,4;-
Blåsjø;SN40510;22.08.2017;7,5;8,9;2,4;-
Blåsjø;SN40510;23.08.2017;5,3;6,5;2,9;-
Blåsjø;SN40510;24.08.2017;5,8;7,2;2,7;-
Blåsjø;SN40510;25.08.2017;6,5;7,7;4,7;-
Blåsjø;SN40510;26.08.2017;4,5;5,7;1,7;-
Blåsjø;SN40510;27.08.2017;4,6;5,7;2,1;-
Blåsjø;SN40510;28.08.2017;10,1;14;5,8;-
Blåsjø;SN40510;29.08.2017;9,9;11,8;6,1;-
Blåsjø;SN40510;30.08.2017;7,6;9,1;3,9;-
Blåsjø;SN40510;31.08.2017;7,7;9,2;4,3;-
Blåsjø;SN40510;01.09.2017;7,8;10,4;4,5;-
Blåsjø;SN40510;02.09.2017;5,8;6;2,2;-
Blåsjø;SN40510;03.09.2017;8,4;9,4;4,9;-
Blåsjø;SN40510;04.09.2017;9,7;11,8;6,8;-
Blåsjø;SN40510;05.09.2017;12,3;14,4;9,6;-
Blåsjø;SN40510;06.09.2017;10;12;3,9;-
Blåsjø;SN40510;07.09.2017;7,8;9,3;6,5;-
Blåsjø;SN40510;08.09.2017;13,1;15,3;9,1;-
Blåsjø;SN40510;09.09.2017;9,3;11,6;2,9;-
Blåsjø;SN40510;10.09.2017;7,4;9,7;5,2;-
Blåsjø;SN40510;11.09.2017;14;17,8;8,2;-
Blåsjø;SN40510;12.09.2017;11,2;13,9;6,4;-
Blåsjø;SN40510;13.09.2017;8,4;10,1;3,3;-
Blåsjø;SN40510;14.09.2017;7,5;8,7;3,7;-
Blåsjø;SN40510;15.09.2017;6,3;7,2;2,5;-
Blåsjø;SN40510;16.09.2017;7,4;8,6;3,2;-
