datetime_utc,spot_price,is_weekend,spot_price_lag_1,spot_price_lag_2,spot_price_lag_3,spot_price_lag_7,spot_price_lag_14,spot_price_lag_30,spot_price_rolling_mean_7,spot_price_rolling_mean_14,spot_price_rolling_mean_30,spot_price_rolling_std_7,spot_price_rolling_std_14,spot_price_rolling_std_30,trend,seasonal,residual,day_of_week_0,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,quarter_1,quarter_2,quarter_3,quarter_4,year_2016,year_2017,year_2018
2016-07-24 00:00:00+00:00,0.20642822025565388,1,0.21551130776794492,0.2073623402163225,0.19552605703048187,0.14110127826941998,0.13449481218443105,0.21822116184874885,0.1945955242169528,0.15397029240134663,0.08620531272612153,0.03166271130386866,0.1072349614842151,0.15037455410689604,0.011223917055277033,0.4359221893708516,0.5496176712718962,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-25 00:00:00+00:00,0.21032448377581126,0,0.20642822025565388,0.21551130776794492,0.2073623402163225,0.18403392330383483,0.14158297730677472,0.1939604949231537,0.19970476743269483,0.16303725530361524,0.0884163576338639,0.026459944335898926,0.09809480740787616,0.1583622605899208,0.012719133811680772,0.4369283618712855,0.5547263577992346,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-26 00:00:00+00:00,0.2014134709931169,0,0.21032448377581126,0.20642822025565388,0.21551130776794492,0.19239183874139631,0.1696166010098209,0.13156799644898176,0.20145800937769476,0.16849844266212854,0.09329351709478995,0.022645326190011444,0.09474879580585019,0.16124488577611318,0.014117719459435296,0.42625034503190656,0.5496886243543468,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-27 00:00:00+00:00,0.1988569321533924,0,0.2014134709931169,0.21032448377581126,0.20642822025565388,0.1866273352999016,0.17175276036176002,0.19443211452033515,0.20383467931676114,0.17348428743257238,0.09482125090448612,0.010123721333183136,0.08880159998314363,0.16534263309449698,0.01651656535309498,0.43948737622043066,0.5267198811087452,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-28 00:00:00+00:00,0.18350540806293025,0,0.1988569321533924,0.2014134709931169,0.21032448377581126,0.19552605703048187,0.1720163124895966,0.2072074571381014,0.20149861579876416,0.17680512004369975,0.0948155978654126,0.025360016873683847,0.0792837464996437,0.1653287632526823,0.019243871501907428,0.42008863659248563,0.5190326297374745,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-29 00:00:00+00:00,0.17946165191740415,0,0.18350540806293025,0.1988569321533924,0.2014134709931169,0.2073623402163225,0.17243244742828612,0.18494423791821557,0.19607646427948677,0.17965454936997416,0.09571160455861083,0.039229960153073236,0.06855625713630836,0.16660719401675905,0.022044719910400135,0.3156298139455028,0.6374205444759056,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-30 00:00:00+00:00,0.18314896755162247,1,0.17946165191740415,0.18350540806293025,0.1988569321533924,0.21551130776794492,0.16931143538811522,0.16897852743716357,0.1897872462397261,0.18319335675905646,0.09763293121382066,0.03498555192386606,0.05242289709203158,0.16836167915299022,0.024759797520684357,0.3571849170698247,0.5914190161264866,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-07-31 00:00:00+00:00,0.16665437561455265,1,0.18314896755162247,0.17946165191740415,0.18350540806293025,0.20642822025565388,0.15924096987183056,0.15147311768296068,0.18205769455850085,0.18592329388777684,0.09949772747829244,0.0464855003125179,0.027492413715626517,0.16740198043975985,0.027494201352698644,0.39695755828142104,0.5088802351087836,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2016-08-01 00:00:00+00:00,0.17385693215339237,0,0.16665437561455265,0.18314896755162247,0.17946165191740415,0.21032448377581126,0.20769294789990567,0.08769350274649057,0.17497067977537473,0.18483604620014793,0.10502569306259035,0.035405074494512204,0.031665032424704635,0.15168592895441058,0.030352515340848374,0.4077606693962237,0.5072720190656328,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-02 00:00:00+00:00,0.17087020648967555,0,0.17385693215339237,0.16665437561455265,0.18314896755162247,0.2014134709931169,0.21712533984353333,0.06490317927093159,0.16903497646021892,0.18253680622304835,0.11154294048480495,0.0266220520949284,0.037728512787001324,0.12193733598529359,0.03286988399255075,0.4028995626664656,0.5056104186595819,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-03 00:00:00+00:00,0.14011799410029513,0,0.17087020648967555,0.17385693215339237,0.16665437561455265,0.1988569321533924,0.21061976363535473,0.15126505021361591,0.1576197949136876,0.17756803176654112,0.11189272227749636,0.04637646844013986,0.06489518268687636,0.12096850998105517,0.03567868522679962,0.35035226038149975,0.5090227871824925,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-04 00:00:00+00:00,0.10200344149459195,0,0.14011799410029513,0.17087020648967555,0.17385693215339237,0.18350540806293025,0.22066248682239364,0.13517449925095704,0.14178090208358718,0.16757664570957354,0.110870935464906,0.10845646447758192,0.11765565355290997,0.1264481048240183,0.03847072566698162,0.28867502236914433,0.5095361877977498,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-05 00:00:00+00:00,0.11842428711897734,0,0.10200344149459195,0.14011799410029513,0.17087020648967555,0.17946165191740415,0.23402041835432497,0.0700632525106809,0.12991904990529157,0.15807504635246783,0.11411012685419686,0.11775861909523802,0.1346871697361479,0.10090555343831518,0.041329723769174986,0.28831457410370953,0.5393163946631877,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-06 00:00:00+00:00,0.08570550639134711,1,0.11842428711897734,0.10200344149459195,0.14011799410029513,0.18314896755162247,0.2432170004993619,0.1554680130943794,0.11098212600889035,0.1442073859309101,0.1111175492945009,0.1380858464072347,0.16305036949775942,0.11807439041894006,0.04362851798396772,0.1927800286181917,0.5921237995212629,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-07 00:00:00+00:00,0.023684857423795447,1,0.08570550639134711,0.11842428711897734,0.10200344149459195,0.16665437561455265,0.23296620984297833,0.16864561948621215,0.08319777954535146,0.1246841991921801,0.10388801894898725,0.21392173760609845,0.23403495603491928,0.1683064728516519,0.046868909665432446,0.2582652773553812,0.3903072997925824,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-08 00:00:00+00:00,0.015535889872173136,0,0.023684857423795447,0.08570550639134711,0.11842428711897734,0.17385693215339237,0.23736336902846378,0.13701936414581373,0.0524300554397078,0.10387417340287497,0.09780110912626627,0.236119828329124,0.2794285525832168,0.21020885414305596,0.05056466475712584,0.24743570601327075,0.38518223947698627,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-09 00:00:00+00:00,0.055444936086529006,0,0.015535889872173136,0.023684857423795447,0.08570550639134711,0.17087020648967555,0.22730677467680171,0.13449481218443105,0.029998590718327667,0.08827978507161649,0.09413723317655576,0.19088840364200968,0.2843646810249795,0.22747377426539228,0.054165670053789805,0.26175821147691364,0.4414266219835189,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-10 00:00:00+00:00,0.09056047197640127,0,0.055444936086529006,0.015535889872173136,0.023684857423795447,0.14011799410029513,0.22442157243522165,0.14158297730677472,0.02036770308584923,0.0767100515260859,0.09213111093523874,0.15558709118081113,0.2698160364904427,0.23357826915437296,0.05750414658624625,0.2991275749257366,0.4603766821090638,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-11 00:00:00+00:00,0.09999999999999998,0,0.09056047197640127,0.055444936086529006,0.015535889872173136,0.10200344149459195,0.20709648782111756,0.1696166010098209,0.01997835916618307,0.06778884284281128,0.08923958144898703,0.15441527786903528,0.2558157804589379,0.2386935792862767,0.06095661362120741,0.3071508629356784,0.46602366903616965,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-12 00:00:00+00:00,0.08300147492625365,0,0.09999999999999998,0.09056047197640127,0.055444936086529006,0.11842428711897734,0.20253287466015646,0.17175276036176002,0.013094376488404613,0.05748362562963183,0.08526196183068047,0.13037596165795973,0.2417513162946436,0.24701264274928147,0.06386486793453505,0.24013447184036307,0.5135079779384173,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-13 00:00:00+00:00,0.018325958702064993,1,0.08300147492625365,0.09999999999999998,0.09056047197640127,0.08570550639134711,0.20669422404705107,0.1720163124895966,0.0,0.03987494025390126,0.0775526297937772,0.14181761116274677,0.24317867689773023,0.2758389732013194,0.06598587801226374,0.16254911370926584,0.4831139962291112,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-14 00:00:00+00:00,0.048525073746312763,1,0.018325958702064993,0.08300147492625365,0.09999999999999998,0.023684857423795447,0.1880791211230095,0.17243244742828612,0.00482738688125961,0.027254725850758055,0.07155828848589008,0.13084500106607128,0.2289617716135787,0.29031057978272307,0.06866538169228442,0.2796635527091451,0.3952164650894334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-15 00:00:00+00:00,0.06704768928220262,0,0.048525073746312763,0.018325958702064993,0.08300147492625365,0.015535889872173136,0.19620762359207689,0.16931143538811522,0.014838063981387872,0.015843877534941764,0.0667878301374818,0.10471366988980652,0.19639649426916672,0.2985600547422897,0.07194587955955134,0.28842259811320614,0.4175123651307657,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-16 00:00:00+00:00,0.08298918387413967,0,0.06704768928220262,0.048525073746312763,0.018325958702064993,0.055444936086529006,0.19283693058869222,0.15924096987183056,0.020190945723546738,0.006455204870029263,0.06344688404486276,0.10552788647735029,0.15353377976591567,0.30316858251694045,0.07436858393047951,0.3040909191341684,0.4270217252466308,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-17 00:00:00+00:00,0.09153146509341215,0,0.08298918387413967,0.06704768928220262,0.048525073746312763,0.09056047197640127,0.158131276701992,0.20769294789990567,0.020379646150869624,0.00126451633235114,0.05812878753617956,0.10606085080109326,0.12904146070401165,0.30227519957823523,0.07605937178907896,0.28721592231976245,0.46284970545392945,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-18 00:00:00+00:00,0.09331366764995086,0,0.09153146509341215,0.08298918387413967,0.06704768928220262,0.09999999999999998,0.1151167952061255,0.21712533984353333,0.019080240676646376,0.0003361538744360848,0.052432644039435594,0.1012532832832438,0.1260498029698559,0.2987307370881014,0.07871193847863545,0.2921521750429783,0.45820365110961686,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-19 00:00:00+00:00,0.11527777777777792,0,0.09331366764995086,0.09153146509341215,0.08298918387413967,0.08300147492625365,0.13364867114242907,0.21061976363535473,0.02535273842537855,0.0,0.04833065756150523,0.12347012882522579,0.12417503969780974,0.29365996538975836,0.08040093053787079,0.28458665422594576,0.5083469727977106,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-20 00:00:00+00:00,0.10773107177974439,1,0.11527777777777792,0.09331366764995086,0.09153146509341215,0.018325958702064993,0.09672363091605174,0.22066248682239364,0.0427275094171069,0.0023530771210519275,0.04328320029848043,0.08208319006647428,0.13142184484188854,0.28637085266900686,0.08238255237922898,0.2681641904242955,0.5125390824324516,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-21 00:00:00+00:00,0.055051622418879176,1,0.10773107177974439,0.11527777777777792,0.09331366764995086,0.048525073746312763,0.02672973422848579,0.23402041835432497,0.043995862922277085,0.005704111056836325,0.03452664277315498,0.07434905177867629,0.1185227565007988,0.2817597516145872,0.08525172667781988,0.2694224189468879,0.40778168436217616,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-22 00:00:00+00:00,0.12015732546705993,0,0.055051622418879176,0.10773107177974439,0.11527777777777792,0.06704768928220262,0.017533152083448966,0.2432170004993619,0.054317059712936544,0.016881227381834063,0.029044608131331362,0.07842735223941003,0.10562276519556987,0.2656219724938323,0.0882025670903579,0.3381538588708428,0.4460412205689297,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-23 00:00:00+00:00,0.13448869223205506,0,0.12015732546705993,0.055051622418879176,0.10773107177974439,0.08298918387413967,0.06257282361427063,0.23296620984297833,0.06432534820006075,0.02532578037596711,0.0249087034189579,0.09425637408786279,0.11802221795485304,0.25153735767472196,0.09059320361549505,0.360502256283298,0.44428425172752306,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-24 00:00:00+00:00,0.13930678466076696,0,0.13448869223205506,0.12015732546705993,0.055051622418879176,0.09153146509341215,0.10220274094212956,0.23736336902846378,0.07360988694694648,0.030533539227581508,0.02082579594790146,0.10669087726600454,0.13440843426069327,0.23522272983962528,0.09261963492670477,0.38441462146509203,0.4226344865612901,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-25 00:00:00+00:00,0.13692232055063924,0,0.13930678466076696,0.13448869223205506,0.12015732546705993,0.09331366764995086,0.11285579537257939,0.22730677467680171,0.08208468588544704,0.03447809484791664,0.017118108945369137,0.1096908929729293,0.14608215979660863,0.2205261238249504,0.09483949948372405,0.3923485075738217,0.4066424627038003,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-26 00:00:00+00:00,0.12546705998033436,0,0.13692232055063924,0.13930678466076696,0.13448869223205506,0.11527777777777792,0.09367197469899569,0.22442157243522165,0.08406484606583497,0.039014859051730966,0.012898821906657032,0.11074579440711946,0.15092484915957188,0.20434952897191327,0.09641159355577056,0.3836334135016011,0.39418333395260996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-27 00:00:00+00:00,0.11999754178957722,1,0.12546705998033436,0.13692232055063924,0.13930678466076696,0.10773107177974439,0.020681906452865828,0.20709648782111756,0.08644868184391374,0.04987683111944485,0.00924766529486254,0.10949127103070966,0.11430031826016285,0.19186036540660056,0.0981544595959345,0.38360474387161536,0.3824109354450401,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-28 00:00:00+00:00,0.08189528023598824,1,0.11999754178957722,0.12546705998033436,0.13692232055063924,0.055051622418879176,0.054763357931531975,0.20253287466015646,0.09166541264483952,0.05344190052996767,0.00363843727387847,0.06672545912517089,0.09591384156995075,0.17984836495942097,0.10030437349200239,0.3664668018361387,0.3287453115550819,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-29 00:00:00+00:00,0.15360127826941994,0,0.08189528023598824,0.11999754178957722,0.12546705998033436,0.12015732546705993,0.07566720301836549,0.20669422404705107,0.09816482862895992,0.06268875827910203,0.0019396990321998153,0.08070212713601257,0.09870810178410155,0.1705791136280816,0.10276367796426,0.46932212418729735,0.33813721315439105,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2016-08-30 00:00:00+00:00,0.1680678466076696,0,0.15360127826941994,0.08189528023598824,0.11999754178957722,0.13448869223205506,0.09365810353437276,0.1880791211230095,0.10469051935612561,0.07177804389959497,0.0020209614688857513,0.10208210045528605,0.11227469995227488,0.171026461951425,0.10448422478375341,0.47035212667375587,0.3633215204943816,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
